House Vote #1 2004-01-20T12:32:00 - Call of the House
person,state,district,vote,name,party
400099,GA,10,Not Voting,"Rep. Nathan Deal [R, 2003-2006]",Republican
400100,OR,4,Not Voting,"Rep. Peter DeFazio [D, 1987-2018]",Democrat
400101,CO,1,Not Voting,"Rep. Diana DeGette [D, 1997-2018]",Democrat
400102,MA,10,Not Voting,"Rep. William “Bill” Delahunt [D, 1997-2010]",Democrat
400103,CT,3,Present,"Rep. Rosa DeLauro [D, 1991-2018]",Democrat
400104,TX,22,Present,"Rep. Thomas “Tom” DeLay [R, 1985-2006]",Republican
400105,SC,4,Present,"Rep. Jim DeMint [R, 1999-2004]",Republican
400106,FL,20,Present,"Rep. Peter Deutsch [D, 1993-2004]",Democrat
400107,FL,21,Not Voting,"Rep. Lincoln Diaz-Balart [R, 1993-2010]",Republican
400108,FL,25,Present,"Rep. Mario Diaz-Balart [R, 2003-2010]",Republican
400109,WA,6,Present,"Rep. Norman “Norm” Dicks [D, 1977-2012]",Democrat
400110,MI,15,Present,"Rep. John Dingell [D, 2003-2012]",Democrat
400111,TX,10,Not Voting,"Rep. Lloyd Doggett [D, 1995-2004]",Democrat
400112,CA,20,Present,"Rep. Calvin “Cal” Dooley [D, 1993-2004]",Democrat
400113,CA,4,Not Voting,"Rep. John Doolittle [R, 1993-2008]",Republican
400114,PA,14,Not Voting,"Rep. Michael “Mike” Doyle Jr. [D, 2003-2018]",Democrat
400115,CA,26,Present,"Rep. David Dreier [R, 2003-2012]",Republican
400116,TN,2,Present,"Rep. John “Jimmy” Duncan Jr. [R, 1988-2018]",Republican
400117,WA,8,Not Voting,"Rep. Jennifer Dunn [R, 1993-2004]",Republican
400118,TX,11,Not Voting,"Rep. Thomas “Chet” Edwards [D, 1991-2004]",Democrat
400119,MI,3,Present,"Rep. Vernon Ehlers [R, 1993-2010]",Republican
400120,IL,5,Present,"Rep. Rahm Emanuel [D, 2003-2008]",Democrat
400121,MO,8,Present,"Rep. Jo Ann Emerson [R, 1997-2013]",Republican
400122,NY,17,Present,"Rep. Eliot Engel [D, 1993-2012]",Democrat
400123,PA,3,Present,"Rep. Philip “Phil” English [R, 2003-2008]",Republican
400124,CA,14,Present,"Rep. Anna Eshoo [D, 1993-2012]",Democrat
400125,NC,2,Present,"Rep. Bob Etheridge [D, 1997-2010]",Democrat
400126,IL,17,Present,"Rep. Lane Evans [D, 1983-2006]",Democrat
400127,AL,2,Not Voting,"Rep. Terry Everett [R, 1993-2008]",Republican
400129,CA,17,Present,"Rep. Sam Farr [D, 1993-2012]",Democrat
400130,PA,2,Present,"Rep. Chaka Fattah [D, 1995-2016]",Democrat
400131,FL,24,Not Voting,"Rep. Tom Feeney [R, 2003-2008]",Republican
400132,NJ,7,Present,"Rep. Michael “Mike” Ferguson [R, 2001-2008]",Republican
400133,CA,51,Present,"Rep. Bob Filner [D, 2003-2012]",Democrat
400134,AZ,6,Present,"Rep. Jeff Flake [R, 2003-2012]",Republican
400136,FL,16,Present,"Rep. Mark Foley [R, 1995-2006]",Republican
400137,VA,4,Present,"Rep. Randy Forbes [R, 2001-2016]",Republican
400138,TN,9,Present,"Rep. Harold Ford Jr. [D, 1997-2006]",Democrat
400139,NY,13,Not Voting,"Rep. Vito Fossella Jr. [R, 1997-2008]",Republican
400140,MA,4,Present,"Rep. Barney Frank [D, 1981-2012]",Democrat
400141,AZ,2,Present,"Rep. Trent Franks [R, 2003-2012]",Republican
400142,NJ,11,Present,"Rep. Rodney Frelinghuysen [R, 1995-2018]",Republican
400143,TX,24,Present,"Rep. Jonas “Martin” Frost III [D, 1979-2004]",Democrat
400144,CA,24,Not Voting,"Rep. Elton Gallegly [R, 2003-2012]",Republican
400145,NJ,5,Not Voting,"Rep. Scott Garrett [R, 2003-2016]",Republican
400146,MO,3,Not Voting,"Rep. Richard “Dick” Gephardt [D, 1977-2004]",Democrat
400147,PA,6,Not Voting,"Rep. Jim Gerlach [R, 2003-2014]",Republican
400148,NV,2,Present,"Rep. James “Jim” Gibbons [R, 1997-2006]",Republican
400149,MD,1,Present,"Rep. Wayne Gilchrest [R, 1991-2008]",Republican
400150,OH,5,Present,"Rep. Paul Gillmor [R, 1989-2007]",Republican
400151,GA,11,Present,"Rep. Phil Gingrey [R, 2003-2014]",Republican
400152,TX,20,Present,"Rep. Charles “Charlie” Gonzalez [D, 1999-2012]",Democrat
400153,VA,5,Not Voting,"Rep. Virgil Goode Jr. [R, 1997-2008]",Republican
400154,VA,6,Present,"Rep. Bob Goodlatte [R, 1993-2018]",Republican
400155,TN,6,Present,"Rep. Barton “Bart” Gordon [D, 1985-2010]",Democrat
400156,FL,14,Present,"Rep. Porter Goss [R, 1993-2004]",Republican
400157,TX,12,Not Voting,"Rep. Kay Granger [R, 1997-2018]",Republican
400158,MO,6,Present,"Rep. Sam Graves [R, 2001-2018]",Republican
400159,WI,8,Present,"Rep. Mark Green [R, 1999-2006]",Republican
400160,TX,29,Not Voting,"Rep. Gene Green [D, 1993-2018]",Democrat
400161,PA,8,Present,"Rep. James “Jim” Greenwood [R, 1993-2004]",Republican
400162,AZ,7,Present,"Rep. Raúl Grijalva [D, 2003-2012]",Democrat
400163,IL,4,Not Voting,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat
400164,MN,1,Not Voting,"Rep. Gilbert “Gil” Gutknecht [R, 1995-2006]",Republican
400165,TX,4,Present,"Rep. Ralph Hall [R, 1981-2014]",Republican
400166,CA,36,Present,"Rep. Jane Harman [D, 2001-2011]",Democrat
400167,FL,13,Present,"Rep. Katherine Harris [R, 2003-2006]",Republican
400168,PA,4,Not Voting,"Rep. Melissa Hart [R, 2001-2006]",Republican
400169,IL,14,Present,"Rep. Dennis “Denny” Hastert [R, 1987-2007]",Republican
400170,FL,23,Present,"Rep. Alcee Hastings [D, 1993-2012]",Democrat
400171,WA,4,Present,"Rep. Doc Hastings [R, 1995-2014]",Republican
400172,NC,8,Not Voting,"Rep. Robin Hayes [R, 1999-2008]",Republican
400173,AZ,5,Present,"Rep. John “J.D.” Hayworth Jr. [R, 2003-2006]",Republican
400174,CO,5,Present,"Rep. Joel Hefley [R, 1987-2006]",Republican
400175,TX,5,Present,"Rep. Jeb Hensarling [R, 2003-2018]",Republican
400176,CA,2,Present,"Rep. Walter “Wally” Herger [R, 1987-2012]",Republican
400177,IN,9,Present,"Rep. Baron Hill [D, 1999-2004]",Democrat
400178,NY,22,Not Voting,"Rep. Maurice Hinchey [D, 2003-2012]",Democrat
400179,TX,15,Present,"Rep. Rubén Hinojosa [D, 1997-2016]",Democrat
400180,OH,7,Present,"Rep. David “Dave” Hobson [R, 1991-2008]",Republican
400181,PA,13,Present,"Rep. Joseph Hoeffel [D, 1999-2004]",Democrat
400182,MI,2,Present,"Rep. Peter “Pete” Hoekstra [R, 1993-2010]",Republican
400183,PA,17,Present,"Rep. Tim Holden [D, 2003-2012]",Democrat
400184,NJ,12,Not Voting,"Rep. Rush Holt [D, 1999-2014]",Democrat
400185,CA,15,Present,"Rep. Michael “Mike” Honda [D, 2001-2012]",Democrat
400186,OR,5,Present,"Rep. Darlene Hooley [D, 1997-2008]",Democrat
400187,IN,8,Present,"Rep. John Hostettler [R, 1995-2006]",Republican
400188,NY,29,Not Voting,"Rep. Amory “Amo” Houghton Jr. [R, 2003-2004]",Republican
400189,MD,5,Present,"Rep. Steny Hoyer [D, 1981-2018]",Democrat
400190,MO,9,Present,"Rep. Kenny Hulshof [R, 1997-2008]",Republican
400191,CA,52,Present,"Rep. Duncan Hunter [R, 1993-2008]",Republican
400192,IL,6,Present,"Rep. Henry Hyde [R, 1975-2006]",Republican
400193,WA,1,Present,"Rep. Jay Inslee [D, 1999-2012]",Democrat
400194,GA,6,Not Voting,"Rep. John “Johnny” Isakson [R, 1999-2004]",Republican
400195,NY,2,Not Voting,"Rep. Steve Israel [D, 2001-2012]",Democrat
400196,CA,49,Present,"Rep. Darrell Issa [R, 2003-2018]",Republican
400197,OK,5,Not Voting,"Rep. Ernest Istook Jr. [R, 1993-2006]",Republican
400198,IL,2,Present,"Rep. Jesse Jackson Jr. [D, 1995-2012]",Democrat
400199,TX,18,Present,"Rep. Sheila Jackson Lee [D, 1995-2018]",Democrat
400200,SD,0,Not Voting,"Rep. William “Bill” Janklow [R, 2003-2004]",Republican
400201,LA,2,Present,"Rep. William Jefferson [D, 1991-2008]",Democrat
400202,TN,1,Present,"Rep. William “Bill” Jenkins [R, 1997-2006]",Republican
400203,LA,7,Present,"Rep. Christopher “Chris” John [D, 1997-2004]",Democrat
400204,TX,30,Present,"Rep. Eddie Johnson [D, 1993-2018]",Democrat
400205,CT,5,Present,"Rep. Nancy Johnson [R, 2003-2006]",Republican
400206,TX,3,Present,"Rep. Sam Johnson [R, 1991-2018]",Republican
400207,IL,15,Present,"Rep. Timothy Johnson [R, 2001-2012]",Republican
400208,OH,11,Not Voting,"Rep. Stephanie Jones [D, 1999-2008]",Democrat
400209,NC,3,Not Voting,"Rep. Walter Jones Jr. [R, 1995-2018]",Republican
400210,PA,11,Present,"Rep. Paul Kanjorski [D, 1985-2010]",Democrat
400211,OH,9,Present,"Rep. Marcy Kaptur [D, 1983-2018]",Democrat
400212,FL,8,Present,"Rep. Ric Keller [R, 2001-2008]",Republican
400213,NY,19,Present,"Rep. Sue Kelly [R, 1995-2006]",Republican
400214,MN,6,Not Voting,"Rep. Mark Kennedy [R, 2003-2006]",Republican
400215,RI,1,Not Voting,"Rep. Patrick Kennedy [D, 1995-2010]",Democrat
400216,MI,5,Present,"Rep. Dale Kildee [D, 2003-2012]",Democrat
400217,MI,13,Present,"Rep. Carolyn Kilpatrick [D, 2003-2010]",Democrat
400218,WI,3,Present,"Rep. Ron Kind [D, 1997-2018]",Democrat
400219,NY,3,Present,"Rep. Peter “Pete” King [R, 1993-2012]",Republican
400220,IA,5,Not Voting,"Rep. Steve King [R, 2003-2012]",Republican
400221,GA,1,Present,"Rep. Jack Kingston [R, 1993-2014]",Republican
400222,IL,10,Present,"Rep. Mark Kirk [R, 2001-2010]",Republican
400223,WI,4,Present,"Rep. Gerald “Jerry” Kleczka [D, 1983-2004]",Democrat
400224,MN,2,Present,"Rep. John Kline [R, 2003-2016]",Republican
400225,MI,9,Present,"Rep. Joseph “Joe” Knollenberg [R, 2003-2008]",Republican
400226,AZ,8,Present,"Rep. James “Jim” Kolbe [R, 2003-2006]",Republican
400227,OH,10,Not Voting,"Rep. Dennis Kucinich [D, 1997-2012]",Democrat
400228,IL,18,Present,"Rep. Ray LaHood [R, 1995-2008]",Republican
400229,TX,9,Present,"Rep. Nicholas “Nick” Lampson [D, 1997-2004]",Democrat
400230,RI,2,Present,"Rep. James “Jim” Langevin [D, 2001-2018]",Democrat
400231,CA,12,Present,"Rep. Tom Lantos [D, 1993-2008]",Democrat
400232,WA,2,Present,"Rep. Rick Larsen [D, 2001-2018]",Democrat
400233,CT,1,Present,"Rep. John Larson [D, 1999-2018]",Democrat
400234,IA,4,Present,"Rep. Tom Latham [R, 2003-2012]",Republican
400235,OH,14,Present,"Rep. Steven LaTourette [R, 2003-2012]",Republican
400236,IA,2,Not Voting,"Rep. James “Jim” Leach [R, 2003-2006]",Republican
400237,CA,9,Present,"Rep. Barbara Lee [D, 1998-2012]",Democrat
400238,MI,12,Present,"Rep. Sander Levin [D, 1993-2012]",Democrat
400239,CA,41,Present,"Rep. Jerry Lewis [R, 2003-2012]",Republican
400240,GA,5,Present,"Rep. John Lewis [D, 1987-2018]",Democrat
400241,KY,2,Present,"Rep. Ron Lewis [R, 1993-2008]",Republican
400242,GA,7,Not Voting,"Rep. John Linder [R, 2003-2010]",Republican
400243,IL,3,Not Voting,"Rep. William Lipinski [D, 1993-2004]",Democrat
400244,NJ,2,Present,"Rep. Frank LoBiondo [R, 1995-2018]",Republican
400245,CA,16,Present,"Rep. Zoe Lofgren [D, 1995-2012]",Democrat
400246,NY,18,Present,"Rep. Nita Lowey [D, 1993-2012]",Democrat
400247,OK,3,Present,"Rep. Frank Lucas [R, 2003-2018]",Republican
400248,KY,4,Present,"Rep. Kenneth “Ken” Lucas [D, 1999-2004]",Democrat
400249,MA,9,Not Voting,"Rep. Stephen Lynch [D, 2001-2012]",Democrat
400250,GA,4,Present,"Rep. Denise Majette [D, 2003-2004]",Democrat
400251,NY,14,Not Voting,"Rep. Carolyn Maloney [D, 1993-2012]",Democrat
400252,IL,16,Present,"Rep. Donald Manzullo [R, 1993-2012]",Republican
400253,MA,7,Not Voting,"Rep. Edward “Ed” Markey [D, 1975-2012]",Democrat
400254,GA,3,Present,"Rep. James “Jim” Marshall [D, 2003-2006]",Democrat
400255,UT,2,Present,"Rep. Jim Matheson [D, 2001-2012]",Democrat
400256,CA,5,Present,"Rep. Robert Matsui [D, 1993-2004]",Democrat
400257,NY,4,Present,"Rep. Carolyn McCarthy [D, 1997-2014]",Democrat
400258,MO,5,Present,"Rep. Karen McCarthy [D, 1995-2004]",Democrat
400259,MN,4,Present,"Rep. Betty McCollum [D, 2001-2018]",Democrat
400260,MI,11,Present,"Rep. Thaddeus “Thad” McCotter [R, 2003-2012]",Republican
400261,LA,4,Not Voting,"Rep. James “Jim” McCrery III [R, 1997-2008]",Republican
400262,WA,7,Present,"Rep. Jim McDermott [D, 1989-2016]",Democrat
400263,MA,3,Not Voting,"Rep. James “Jim” McGovern [D, 1997-2012]",Democrat
400264,NY,23,Present,"Rep. John McHugh [R, 2003-2009]",Republican
400265,CO,3,Present,"Rep. Scott McInnis [R, 1993-2004]",Republican
400266,NC,7,Present,"Rep. Mike McIntyre [D, 1997-2014]",Democrat
400267,CA,25,Present,"Rep. Howard “Buck” McKeon [R, 1993-2014]",Republican
400268,NY,21,Present,"Rep. Michael McNulty [D, 1993-2008]",Democrat
400269,MA,5,Not Voting,"Rep. Martin “Marty” Meehan [D, 1993-2007]",Democrat
400270,FL,17,Present,"Rep. Kendrick Meek [D, 2003-2010]",Democrat
400271,NY,6,Not Voting,"Rep. Gregory Meeks [D, 1997-2012]",Democrat
400272,NJ,13,Present,"Rep. Robert “Bob” Menéndez [D, 1993-2006]",Democrat
400273,FL,7,Not Voting,"Rep. John Mica [R, 1993-2016]",Republican
400274,ME,2,Present,"Rep. Michael Michaud [D, 2003-2014]",Democrat
400275,CA,37,Present,"Rep. Juanita Millender-McDonald [D, 1996-2007]",Democrat
400276,MI,10,Present,"Rep. Candice Miller [R, 2003-2016]",Republican
400277,CA,42,Not Voting,"Rep. Gary Miller [R, 2003-2012]",Republican
400278,CA,7,Not Voting,"Rep. George Miller [D, 1975-2012]",Democrat
400279,FL,1,Present,"Rep. Jeff Miller [R, 2001-2016]",Republican
400280,NC,13,Present,"Rep. Bradley “Brad” Miller [D, 2003-2012]",Democrat
400281,WV,1,Present,"Rep. Alan Mollohan [D, 1983-2010]",Democrat
400282,KS,3,Not Voting,"Rep. Dennis Moore [D, 1999-2010]",Democrat
400283,VA,8,Present,"Rep. James “Jim” Moran Jr. [D, 1991-2014]",Democrat
400284,KS,1,Present,"Rep. Jerry Moran [R, 1997-2010]",Republican
400285,PA,18,Present,"Rep. Tim Murphy [R, 2003-2017]",Republican
400286,PA,12,Not Voting,"Rep. John Murtha [D, 1973-2010]",Democrat
400287,CO,4,Present,"Rep. Marilyn Musgrave [R, 2003-2008]",Republican
400288,NC,9,Present,"Rep. Sue Myrick [R, 1995-2012]",Republican
400289,NY,8,Not Voting,"Rep. Jerrold Nadler [D, 1993-2012]",Democrat
400290,CA,38,Present,"Rep. Grace Napolitano [D, 2003-2012]",Democrat
400291,MA,2,Present,"Rep. Richard Neal [D, 1989-2012]",Democrat
400292,WA,5,Present,"Rep. George Nethercutt Jr. [R, 1995-2004]",Republican
400293,OH,18,Present,"Rep. Robert “Bob” Ney [R, 1995-2006]",Republican
400294,KY,3,Not Voting,"Rep. Anne Northup [R, 1997-2006]",Republican
400296,GA,9,Present,"Rep. Charles “Charlie” Norwood Jr. [R, 2003-2006]",Republican
400297,CA,21,Present,"Rep. Devin Nunes [R, 2003-2012]",Republican
400298,IA,1,Not Voting,"Rep. James “Jim” Nussle [R, 2003-2006]",Republican
400299,MN,8,Not Voting,"Rep. James Oberstar [D, 1975-2010]",Democrat
400300,WI,7,Present,"Rep. David “Dave” Obey [D, 1969-2010]",Democrat
400301,MA,1,Not Voting,"Rep. John Olver [D, 1991-2012]",Democrat
400302,TX,27,Present,"Rep. Solomon Ortiz [D, 1983-2010]",Democrat
400303,NE,3,Present,"Rep. Thomas “Tom” Osborne [R, 2001-2006]",Republican
400304,CA,3,Present,"Rep. Doug Ose [R, 1999-2004]",Republican
400305,ID,1,Not Voting,"Rep.  “Butch” Otter [R, 2001-2006]",Republican
400306,NY,11,Present,"Rep. Major Owens [D, 1993-2006]",Democrat
400307,OH,4,Not Voting,"Rep. Michael Oxley [R, 1981-2006]",Republican
400308,NJ,6,Present,"Rep. Frank Pallone Jr. [D, 1993-2018]",Democrat
400309,NJ,8,Present,"Rep. Bill Pascrell Jr. [D, 1997-2012]",Democrat
400310,AZ,4,Present,"Rep. Ed Pastor [D, 2003-2012]",Democrat
400311,TX,14,Present,"Rep. Ronald “Ron” Paul [R, 1997-2012]",Republican
400312,NJ,10,Present,"Rep. Donald Payne [D, 1989-2012]",Democrat
400313,NM,2,Present,"Rep. Stevan “Steve” Pearce [R, 2003-2008]",Republican
400314,CA,8,Present,"Rep. Nancy Pelosi [D, 1993-2012]",Democrat
400315,IN,6,Present,"Rep. Mike Pence [R, 2003-2012]",Republican
400316,MN,7,Present,"Rep. Collin Peterson [D, 1991-2018]",Democrat
400317,PA,5,Not Voting,"Rep. John Peterson [R, 1997-2008]",Republican
400318,WI,6,Present,"Rep. Thomas “Tom” Petri [R, 1979-2014]",Republican
400319,MS,3,Present,"Rep. Charles “Chip” Pickering Jr. [R, 1997-2008]",Republican
400320,PA,16,Present,"Rep. Joseph Pitts [R, 1997-2016]",Republican
400321,PA,19,Present,"Rep. Todd Platts [R, 2001-2012]",Republican
400322,CA,11,Not Voting,"Rep. Richard Pombo [R, 1993-2006]",Republican
400323,ND,0,Not Voting,"Rep. Earl Pomeroy [D, 1993-2010]",Democrat
400324,NV,3,Present,"Rep. Jon Porter Sr. [R, 2003-2008]",Republican
400325,OH,2,Present,"Rep. Robert “Rob” Portman [R, 1993-2005]",Republican
400326,NC,4,Present,"Rep. David Price [D, 1997-2018]",Democrat
400327,OH,15,Present,"Rep. Deborah Pryce [R, 1993-2008]",Republican
400328,FL,12,Present,"Rep. Adam Putnam [R, 2001-2010]",Republican
400329,NY,27,Present,"Rep. Jack Quinn [R, 2003-2004]",Republican
400330,CA,19,Present,"Rep. George Radanovich [R, 1995-2010]",Republican
400331,WV,3,Not Voting,"Rep. Nick Rahall II [D, 1993-2014]",Democrat
400332,MN,3,Present,"Rep. James “Jim” Ramstad [R, 1991-2008]",Republican
400333,NY,15,Not Voting,"Rep. Charles “Charlie” Rangel [D, 1993-2012]",Democrat
400334,OH,16,Present,"Rep. Ralph Regula [R, 1973-2008]",Republican
400335,MT,0,Present,"Rep. Dennis “Denny” Rehberg [R, 2001-2012]",Republican
400336,AZ,1,Present,"Rep. Rick Renzi [R, 2003-2008]",Republican
400337,TX,16,Not Voting,"Rep. Silvestre Reyes [D, 1997-2012]",Democrat
400338,NY,26,Present,"Rep. Thomas Reynolds [R, 2003-2008]",Republican
400339,TX,28,Not Voting,"Rep. Ciro Rodriguez [D, 1997-2004]",Democrat
400340,KY,5,Present,"Rep. Harold “Hal” Rogers [R, 1981-2018]",Republican
400341,AL,3,Present,"Rep. Mike Rogers [R, 2003-2018]",Republican
400342,MI,8,Present,"Rep. Mike Rogers [R, 2001-2014]",Republican
400343,CA,46,Present,"Rep. Dana Rohrabacher [R, 2003-2012]",Republican
400344,FL,18,Present,"Rep. Ileana Ros-Lehtinen [R, 1989-2012]",Republican
400345,AR,4,Present,"Rep. Mike Ross [D, 2001-2012]",Democrat
400346,NJ,9,Present,"Rep. Steven Rothman [D, 1997-2012]",Democrat
